,price
108012,16370
108013,28995
108014,12000
108015,14500
108016,25900
108017,56998
108018,59200
108019,9495
108020,14999
108021,39950
108022,11500
108023,51798
108024,46199
108025,7200
108026,72900
108027,43000
108028,16995
108029,23598
108030,84645
108031,36999
108032,39998
108033,25500
108034,46995
108035,27500
108036,19995
108037,15000
108038,64000
108039,28590
108040,17000
108041,23000
108042,13300
108043,37999
108044,26500
108045,84645
108046,40000
108047,6700
108048,62500
108049,6500
108050,91500
108051,6500
108052,51000
108053,87500
108054,47000
108055,29999
108056,21999
108057,28500
108058,28590
108059,11000
108060,6100
108061,91900
108062,10099
108063,54000
108064,23000
108065,17500
108066,16000
108067,26900
108068,37000
108069,9995
108070,31900
108071,32850
108072,31000
108073,12000
108074,33499
108075,23500
108076,19470
108077,45000
108078,67000
108079,51000
108080,12900
108081,33000
108082,27000
108083,42900
108084,67900
108085,115000
108086,76700
108087,7000
108088,24000
108089,130000
108090,45480
108091,29500
108092,67800
108093,11500
108094,36995
108095,41000
108096,3500
108097,23300
108098,31000
108099,13895
108100,29999
108101,19950
108102,9500
108103,16995
108104,47000
108105,22999
108106,47756
108107,25099
108108,22000
108109,41999
108110,35900
108111,119999
108112,43500
108113,36000
108114,40888
108115,47500
108116,6995
108117,12250
108118,7900
108119,84000
108120,25500
108121,20500
108122,6500
108123,24700
108124,83000
108125,29950
108126,27500
108127,4200
108128,56500
108129,20995
108130,119999
108131,12500
108132,179900
108133,54000
108134,49990
108135,169000
108136,10500
108137,62900
108138,67900
108139,22000
108140,9950
108141,92000
108142,97993
108143,9900
108144,88950
108145,27500
108146,44850
108147,56000
108148,41500
108149,197499
108150,23000
108151,49500
108152,98000
108153,42000
108154,7000
108155,33500
108156,13500
108157,42998
108158,74900
108159,9000
108160,9950
108161,41100
108162,10400
108163,31950
108164,215000
108165,27500
108166,8000
108167,59203
108168,19500
108169,67250
108170,55000
108171,73600
108172,10000
108173,78990
108174,8100
108175,28900
108176,40998
108177,38436
108178,38000
108179,15999
108180,44500
108181,50000
108182,6100
108183,71950
108184,103900
108185,3850
108186,37000
108187,66500
108188,54598
108189,31300
108190,36800
108191,35000
108192,11200
108193,39750
108194,32250
108195,21000
108196,9000
108197,14995
108198,26299
108199,38200
108200,66000
108201,64000
108202,17800
108203,33995
108204,15000
108205,7000
108206,35500
108207,7599
108208,71995
108209,62999
108210,9599
108211,53900
108212,16995
108213,16800
108214,34645
108215,14900
108216,26000
108217,43860
108218,23599
108219,12500
108220,45277
108221,21995
108222,33498
108223,17950
108224,29999
108225,4100
108226,21500
108227,14000
108228,85000
108229,12750
108230,6250
108231,80900
108232,15450
108233,36300
108234,10900
108235,173995
108236,38598
108237,8000
108238,36999
108239,15900
108240,25500
108241,52000
108242,50000
108243,17000
108244,14500
108245,17500
108246,24500
108247,12500
108248,39900
108249,8500
108250,150000
108251,6500
108252,19500
108253,16700
108254,8500
108255,6900
108256,64600
108257,16500
108258,45023
108259,48000
108260,3200
108261,40888
108262,53499
108263,15500
108264,44000
108265,45999
108266,24999
108267,63598
108268,23754
108269,12700
108270,34000
108271,17900
108272,32913
108273,21990
108274,17500
108275,30000
108276,24900
108277,3000
108278,26000
108279,31500
108280,15999
108281,69998
108282,16800
108283,24700
108284,72999
108285,5500
108286,71999
108287,78350
108288,54998
108289,50000
108290,28450
108291,32471
108292,38500
108293,15500
108294,83900
108295,12000
108296,24899
108297,74000
108298,35999
108299,26599
108300,20999
108301,44998
108302,63500
108303,53000
108304,30499
108305,106798
108306,37000
108307,23500
108308,65000
108309,12250
108310,4500
108311,104900
108312,39998
108313,26500
108314,16100
108315,43550
108316,27890
108317,35000
108318,55998
108319,43500
108320,20399
108321,35234
108322,11500
108323,20900
108324,9495
108325,204900
108326,59598
108327,15999
108328,72999
108329,89000
108330,30500
108331,47500
108332,19500
108333,24000
108334,50900
108335,29497
108336,21000
108337,12995
108338,31900
108339,48815
108340,32000
108341,39000
108342,20800
108343,19900
108344,69685
108345,54490
108346,6500
108347,63000
108348,78990
108349,48000
108350,36000
108351,10499
108352,28000
108353,43000
108354,12300
108355,53500
108356,28000
108357,44998
108358,9000
108359,45998
108360,3850
108361,41500
108362,26500
108363,12000
108364,6500
108365,97555
108366,7995
108367,17000
108368,49273
108369,491836
108370,19900
108371,27450
108372,55000
108373,75000
108374,40000
108375,4500
108376,34084
108377,6500
108378,32000
108379,39750
108380,51798
108381,15900
108382,7450
108383,65000
108384,53000
108385,45855
108386,59900
108387,52000
108388,36990
108389,30510
108390,33687
108391,27500
108392,85000
108393,84500
108394,34599
108395,26500
108396,24999
108397,33700
108398,63500
108399,13900
108400,13599
108401,37500
108402,51998
108403,48000
108404,11400
108405,28000
108406,41000
108407,74500
108408,45900
108409,18987
108410,67500
108411,9599
108412,30989
108413,71998
108414,95580
108415,69500
108416,36727
108417,54995
108418,38999
108419,79999
108420,4500
108421,25980
108422,12000
108423,19000
108424,20000
108425,9599
108426,54999
108427,9999
108428,11000
108429,106798
108430,16500
108431,12500
108432,19000
108433,44315
108434,12500
108435,38999
108436,33500
108437,65900
108438,30000
108439,17500
108440,20900
108441,35000
108442,55998
108443,43000
108444,86999
108445,95000
108446,43860
108447,37405
108448,25000
108449,16100
108450,59950
108451,13599
108452,3850
108453,33333
108454,25987
108455,19395
108456,7450
108457,15900
108458,210000
108459,28535
108460,14500
108461,4000
108462,166900
108463,6000
108464,45900
108465,23000
108466,15000
108467,37700
108468,13349
108469,10750
108470,67900
108471,22500
108472,14500
108473,44998
108474,2500
108475,20000
108476,40000
108477,171900
108478,35670
108479,38633
108480,275000
108481,27500
108482,18900
108483,42900
108484,17000
108485,52500
108486,49995
108487,17000
108488,24950
108489,12000
108490,15599
108491,36300
108492,29000
108493,42000
108494,11500
108495,23000
108496,39499
108497,55000
108498,88900
108499,78000
108500,229000
108501,34562
108502,9200
108503,6500
108504,24700
108505,18000
108506,103000
108507,62000
108508,61000
108509,40999
108510,86000
108511,41999
108512,24900
108513,9995
108514,92500
108515,20995
108516,27999
108517,19500
108518,36995
108519,15000
108520,32000
108521,13850
108522,42900
108523,8900
108524,38532
108525,22995
108526,8995
108527,19000
108528,27000
108529,26500
108530,22000
108531,41500
108532,52000
108533,30950
108534,46500
108535,20950
108536,50000
108537,10995
108538,69790
108539,30500
108540,17900
108541,9999
108542,37405
108543,52000
108544,11000
108545,84645
108546,6999
108547,33410
108548,25500
108549,26800
108550,28000
108551,28999
108552,63998
108553,36500
108554,31853
108555,14000
108556,49500
108557,35750
108558,13999
108559,103000
108560,41500
108561,27500
108562,13500
108563,41900
108564,36000
108565,35995
108566,6975
108567,101999
108568,64900
108569,53000
108570,44646
108571,40500
108572,27500
108573,29000
108574,28900
108575,19996
108576,13500
108577,18900
108578,90000
108579,28196
108580,76598
108581,40500
108582,22500
108583,104500
108584,24991
108585,47998
108586,4900
108587,115000
108588,12000
108589,40900
108590,39998
108591,89995
108592,5995
108593,67190
108594,5995
108595,15600
108596,2500
108597,26299
108598,34999
108599,32990
108600,46900
108601,32107
108602,35470
108603,145000
108604,5800
108605,44998
108606,259500
108607,38400
108608,16500
108609,39860
108610,10340
108611,6000
108612,9750
108613,21750
108614,115000
108615,104500
108616,6250
108617,23995
108618,39000
108619,34900
108620,21590
108621,35500
108622,49936
108623,33000
108624,34500
108625,29500
108626,50000
108627,14500
108628,54598
108629,14900
108630,30999
108631,21500
108632,46599
108633,43250
108634,99800
108635,45000
108636,68000
108637,51074
108638,17999
108639,45500
108640,63500
108641,21900
108642,40000
108643,75000
108644,75798
108645,19500
108646,39599
108647,44800
108648,26900
108649,4000
108650,14950
108651,99800
108652,5800
108653,86999
108654,46000
108655,29500
108656,47000
108657,81330
108658,32250
108659,50998
108660,27875
108661,54900
108662,69000
108663,25000
108664,7500
108665,28999
108666,193063
108667,42500
108668,22800
108669,19500
108670,31000
108671,28000
108672,67000
108673,57300
108674,25000
108675,649999
108676,13900
108677,27998
108678,36495
108679,38000
108680,30999
108681,14999
108682,13750
108683,13500
108684,23995
108685,29999
108686,14000
108687,7500
108688,25980
108689,24995
108690,4700
108691,13750
108692,7800
108693,41688
108694,15400
108695,64500
108696,28500
108697,13888
108698,128000
108699,19500
108700,7900
108701,35200
108702,29000
108703,45900
108704,23400
108705,30500
108706,26000
108707,15000
108708,79950
108709,28900
108710,35900
108711,29510
108712,144900
108713,47541
108714,71900
108715,31500
108716,11500
108717,12000
108718,43147
108719,21612
108720,35690
108721,72999
108722,42000
108723,22500
108724,200000
108725,78499
108726,9950
108727,93000
108728,53000
108729,22495
108730,55000
108731,46000
108732,32500
108733,24500
108734,119500
108735,27500
108736,29900
108737,25215
108738,17200
108739,23625
108740,9400
108741,14500
108742,8500
108743,29990
108744,21865
108745,55000
108746,7500
108747,40500
108748,93999
108749,47214
108750,104999
108751,14000
108752,20000
108753,52500
108754,26000
108755,26990
108756,26800
108757,17500
108758,8500
108759,17900
108760,22000
108761,55000
108762,22500
108763,38000
108764,19995
108765,24900
108766,72567
108767,22495
108768,35999
108769,8500
108770,10000
108771,7500
108772,34700
108773,37899
108774,9000
108775,63598
108776,9000
108777,17999
108778,47500
108779,65990
108780,12000
108781,8450
108782,7900
108783,40459
108784,6299
108785,79500
108786,42900
108787,9950
108788,28450
108789,9450
108790,56000
108791,14950
108792,9900
108793,8900
108794,53900
108795,59995
108796,22500
108797,69950
108798,77900
108799,67900
108800,17999
108801,10999
108802,47124
108803,53500
108804,43860
108805,20999
108806,41000
108807,42999
108808,20000
108809,12850
108810,16488
108811,54000
108812,29995
108813,128995
108814,30000
108815,79990
108816,51900
108817,29900
108818,29999
108819,197750
108820,33999
108821,11000
108822,5500
108823,5990
108824,20000
108825,55000
108826,34900
108827,4200
108828,14500
108829,28000
108830,8000
108831,28995
108832,28298
108833,23000
108834,33700
108835,38978
108836,49599
108837,55000
108838,34999
108839,30500
108840,37000
108841,49573
108842,25000
108843,8250
108844,6000
108845,13715
108846,18999
108847,39998
108848,16499
108849,33995
108850,43000
108851,29998
108852,46995
108853,125900
108854,45000
108855,23599
108856,14900
108857,21999
108858,15900
108859,46999
108860,10900
108861,8500
108862,28495
108863,35297
108864,31000
108865,188900
108866,35900
108867,27500
108868,12499
108869,51500
108870,13895
108871,13250
108872,39900
108873,86900
108874,19500
108875,10499
108876,81500
108877,63500
108878,18650
108879,21000
108880,18500
108881,3750
108882,11000
108883,82499
108884,23500
108885,10500
108886,129000
108887,20999
108888,22500
108889,19000
108890,7599
108891,43500
108892,41000
108893,15500
108894,36500
108895,29500
108896,15000
108897,26499
108898,36740
108899,24899
108900,52998
108901,42000
108902,32500
108903,7999
108904,48000
108905,17950
108906,18900
108907,11500
108908,4000
108909,22500
108910,11900
108911,35500
108912,41329
108913,79950
108914,89999
108915,28000
108916,69900
108917,19000
108918,36500
108919,45515
108920,65000
108921,23998
108922,28500
108923,24590
108924,36750
108925,29500
108926,16500
108927,42500
108928,25000
108929,49500
108930,76900
108931,93500
108932,24000
108933,29500
108934,27000
108935,68495
108936,10700
108937,17500
108938,78500
108939,36598
108940,86500
108941,53000
108942,33687
108943,15900
108944,43500
108945,8250
108946,41998
108947,92000
108948,28500
108949,9500
108950,25999
108951,33000
108952,28500
108953,15500
108954,66500
108955,13888
108956,62595
108957,20000
108958,49999
108959,19500
108960,94500
108961,53900
108962,11999
108963,8500
108964,15000
108965,109499
108966,7500
108967,44950
108968,37500
108969,46995
108970,37900
108971,25000
108972,24000
108973,240000
108974,8100
108975,11500
108976,33295
108977,9500
108978,65000
108979,6500
108980,70000
108981,45950
108982,14950
108983,33500
108984,46798
108985,17500
108986,27900
108987,162500
108988,75000
108989,115998
108990,38000
108991,50998
108992,134000
108993,99750
108994,13000
108995,32990
108996,8250
108997,35000
108998,20500
108999,15700
109000,24950
109001,36999
109002,115998
109003,48000
109004,46599
109005,26500
109006,43900
109007,33500
109008,105900
109009,19999
109010,48500
109011,37400
109012,15500
109013,39990
109014,95000
109015,34500
109016,8500
109017,27499
109018,15000
109019,35900
109020,89999
109021,25000
109022,55000
109023,6500
109024,35000
109025,36740
109026,62900
109027,68990
109028,75000
109029,13500
109030,48500
109031,50000
109032,29895
109033,47999
109034,15000
109035,29000
109036,29000
109037,25000
109038,46798
109039,20500
109040,10750
109041,12468
109042,27500
109043,50000
109044,18700
109045,30000
109046,48000
109047,9250
109048,107900
109049,14500
109050,115000
109051,147500
109052,34500
109053,28196
109054,4200
109055,33000
109056,7000
109057,34900
109058,11000
109059,10900
109060,17000
109061,4000
109062,17999
109063,57000
109064,15599
109065,69500
109066,21000
109067,24500
109068,104500
109069,50000
109070,35000
109071,29255
109072,10000
109073,7390
109074,7900
109075,52000
109076,20999
109077,40950
109078,8500
109079,172900
109080,17900
109081,69500
109082,29725
109083,100000
109084,40995
109085,156900
109086,31000
109087,57000
109088,19500
109089,19425
109090,32455
109091,18000
109092,9999
109093,18900
109094,38000
109095,42998
109096,19600
109097,59980
109098,14000
109099,11500
109100,10500
109101,36000
109102,30275
109103,18900
109104,46500
109105,36000
109106,24850
109107,226000
109108,32500
109109,72980
109110,34900
109111,8500
109112,72000
109113,39998
109114,17800
109115,30089
109116,70250
109117,15000
109118,21750
109119,7900
109120,8950
109121,53900
109122,84999
109123,31995
109124,23000
109125,64500
109126,61900
109127,17900
109128,240000
109129,23750
109130,29000
109131,9500
109132,27499
109133,15000
109134,12000
109135,31113
109136,32400
109137,35500
109138,14500
109139,166900
109140,24950
109141,19500
109142,6800
109143,42000
109144,43500
109145,55998
109146,48998
109147,36949
109148,11900
109149,67900
109150,19990
109151,16000
109152,38500
109153,35500
109154,4700
109155,35850
